title;price;place a;place b;place c;size;lat;long
Landmark Residence, 2024., od investitora;232.300,00;"Beograd ";"Opština Vračar ";"Bulevar kralja Aleksandra ";52,60;44.7882497;20.5167404
Krunska,Svetozara Markovica,zuta fasadna,sjajan.;370.000,00;"Beograd ";"Opština Vračar ";"Centar ";112;34.8325353;-92.1873959
Luksuzan, namešten stan u West 65;470.000,00;"Beograd ";"Opština Novi Beograd ";Blok 65;82;44.8126665;20.3980309
Dorćol, Strahinjića Bana, noviji, svetao 4.0 stan;350.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";100;44.8252158;20.460523
Šarmantan studio, BW Simfonija;165.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";29;44.80488280000001;20.448043
Luksuzna novogradnja u Zemunu,Prvomajska 59;207.500,00;"Beograd ";"Opština Zemun ";"Kalvarija ";83;54.4156509;23.2236949
Luksuzna novogradnja u Zemunu,Prvomajska 59;280.300,00;"Beograd ";"Opština Zemun ";"Kalvarija ";91;54.4156509;23.2236949
Zemun - Radoja Dakića;227.000,00;"Beograd ";"Opština Zemun ";"Centar ";77;34.8325353;-92.1873959
BW Queens park, 54.36m2 ID#6625;237.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";54,36;44.80488280000001;20.448043
Prodajemo renoviran dupleks na Dedinju, 154m2;399.900,00;"Beograd ";"Opština Savski venac ";"Dedinje ";154;44.77406879999999;20.4560195
Novogradnja, penthaus kod Beogradskog dramskog;430.000,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";125;44.795856;20.4882292
Dupleks sa dvorištem i dva parking mesta, hotel M;369.000,00;"Beograd ";"Opština Voždovac ";"Hotel M ";144;41.129266;-75.36329400000001
Prodajemo renoviran dvoiposoban stan na Lionu,75m2;220.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";75;null;null
Vidikovac, 2.5, uknjižen;127.000,00;"Beograd ";"Opština Rakovica ";"Vidikovac ";66;44.7383997;20.4205895
Stan u centru grada, Kralja Petra,dvoiposoban,70m2;280.000,00;"Beograd ";"Opština Stari grad ";"Kralja Petra ";70;44.8201709;20.4554862
Bulevar Vudroa Vilsona, Beograd na vodi ID#1295;290.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";53;44.80488280000001;20.448043
Žarkovo, renoviran stan ID#4120;99.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";47;44.7615346;20.4130631
Gospodar Jovanova, 2.0;205.000,00;"Beograd ";"Opština Stari grad ";"Centar ";50;34.8325353;-92.1873959
Extra Lux stan kod Vuk. Spomenika-bez provizije;350.104,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";107;44.8046413;20.4832729
Extra Extra Lux stan u Jove Ilića-bez provizije;348.000,00;"Beograd ";"Opština Voždovac ";"Jove Ilića ";116;44.7793343;20.471697
Extra Lux stan na Crvenom Krstu-bez provizije;258.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";86;44.795856;20.4882292
Vlasnik;255.000,00;"Beograd ";"Opština Zemun ";"Centar ";83,30;34.8325353;-92.1873959
Bl.61 jednosoban(jednoiposoban);119.000,00;"Beograd ";"Opština Novi Beograd ";Blok 61;46;44.8033864;20.3699008
Čukarica, Cerak vinogradi;140.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";65;44.7453393;20.422222
BW Perla, Hercegovačka, 146.06m2 ID#6620;777.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";146,06;44.80488280000001;20.448043
Rakovica,Kanarevo Brdo;112.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";50;44.7540124;20.4534458
Čukarica, Čukarička padina;95.000,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";36;44.7791826;20.4058581
Mirijevo 3, 55m2, 3.0, renoviran ID#1864;100.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";55;44.7854051;20.5461547
Rakovica, Vidikovac, Patrijarha Joanikija;169.000,00;"Beograd ";"Opština Rakovica ";"Vidikovac ";98;44.7383997;20.4205895
Divan 4.0 porodični stan u mirnom kraju sa garažom;229.000,00;"Beograd ";"Opština Vračar ";"Maksima Gorkog ";104;44.794553;20.478179
Palilula, Bogoslovija - Milice Janković;105.000,00;"Beograd ";"Opština Palilula ";"Bogoslovija ";48;44.8151594;20.488473
Hitna prodaja, BW Scala;250.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";53;44.80488280000001;20.448043
Palilula, Tašmajdan - Starine Novaka;273.000,00;"Beograd ";"Opština Palilula ";"Tašmajdan ";72;44.8096815;20.469996
Vračar, Crveni krst - Celjska;360.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";110;44.795856;20.4882292
Savski venac, Beograd na vodi - Hercegovačka;565.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";113;44.80488280000001;20.448043
Novi Beograd, Fontana - Bulevar Zorana Đinđića;112.000,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";38;34.0922335;-117.435048
Žarkovo, 47m2, I, cg, namešten, hitno, useljiv, uk;99.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";47;44.7615346;20.4130631
BW Arcadia, luksuzno opremljen stan - 56 m2;285.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";56;44.80488280000001;20.448043
Trosoban Lux namešten stan sa 2 garažna mesta;265.000,00;"Beograd ";"Opština Voždovac ";"Bulevar oslobođenja ";69;44.7969609;20.4653586
Stan sa dvorištem,retko u ponudi.;230.000,00;"Beograd ";"Opština Vračar ";"Neimar ";85;null;null
Krunska,Svetozara Markovica,zuta fasadna,sjajan.;370.000,00;"Beograd ";"Opština Vračar ";"Centar ";112;34.8325353;-92.1873959
Hram, Hadži Melentijeva,ekstra luks, 82m2;265.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";82;44.7981382;20.4690468
Prodaja stana - Medaković - 41m2;80.000,00;"Beograd ";"Opština Voždovac ";Medaković 3;41;44.7722771;20.5079556
Novogradnja,kupovina putem kredita od 42m2-5;71.400,00;"Beograd ";"Opština Palilula ";"Borča ";42;44.8787385;20.4667137
Konjarnik 61m2+2m2;111.000,00;"Beograd ";"Opština Zvezdara ";"Konjarnik ";63;44.7827202;20.5067648
Konjarnik 49m2 odlična ponuda;112.000,00;"Beograd ";"Opština Voždovac ";"Konjarnik ";49;44.7827202;20.5067648
Voždovac, Vojvode Stepe 55m2 + terasa;148.500,00;"Beograd ";"Opština Voždovac ";"Autokomanda ";55;44.7902717;20.46634
Cukaricka padina 52m2;129.000,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";52;44.7791826;20.4058581
Dorćol, jednosoban sa lođom, 32 m2, Knez Miletina;135.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";32;44.8252158;20.460523
Senjak centar nov lux stan od 101 m2 sa bazenom14m;342.000,00;"Beograd ";"Opština Savski venac ";"Senjak ";101;44.7921816;20.4375457
Požarevačka 36 centar Vračara salonac 104m2 lux;240.000,00;"Beograd ";"Opština Vračar ";"SC Vračar ";103;44.7992794;20.4836421
Cvetkova pijaca 104 m2 nov trosoban luksuzan stan;245.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";104;44.7929494;20.5037812
Hram Svetog Save lux opremljen salonski stan 80m2;310.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";80;44.7981382;20.4690468
Šumatovačka 155 lux zgrada stan 93m2 Vračar centar;290.016,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";90,63;44.793588;20.4809591
Sunnyville, namešten, lux, 2 terase, parking;200.000,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";99;44.82226;20.534591
Novi Beograd - Blok 62-Troiposoban-Uknjižen ID#226;160.000,00;"Beograd ";"Opština Novi Beograd ";Blok 62;71;44.8039695;20.376525
BW Terra, 3.0, dvostran - useljiv;399.999,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";82,55;44.80488280000001;20.448043
Novi Beograd - Blok 70-Renoviran-Uknjižen ID#2247;147.000,00;"Beograd ";"Opština Novi Beograd ";Blok 70 (kineski tržni centar);65;44.80285809999999;20.3931315
Prodajem kompletno namesten 4.0 stan;310.000,00;"Beograd ";"Opština Novi Beograd ";Blok 4 (Politehnička akademija);96;44.8264023;20.4013869
Unikatni stan za one koji traže vrhunski kvalitet;450.000,00;"Beograd ";"Opština Novi Beograd ";Blok 64;100;44.808996;20.3917616
Divan salonski stan kod Hrama, 80m2;290.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";80;44.7981382;20.4690468
Novo u ponudi odmah useljiv uknjižen stan;209.900,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";71;44.7891937;20.4947692
Salonac u Sv. Save. Retko u ponudi;278.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";80;44.7981382;20.4690468
4,0 Centar ,reprezentativan ,autentican salonski s;650.000,00;"Beograd ";"Opština Stari grad ";"Centar ";160;34.8325353;-92.1873959
Medakovic miran deo kod škole adaptibilan useljiv;119.000,00;"Beograd ";"Opština Voždovac ";Medaković 3;65;44.7722771;20.5079556
Stan na prodaju;63.000,00;"Beograd ";"Opština Palilula ";"Krnjača ";42;44.8475573;20.5185941
Vozdovac, Mitrovdanska;90.000,00;"Beograd ";"Opština Voždovac ";"Mitrovo Brdo ";45;44.7632321;20.500293
Dr Ribara na Savskom keju 1 red za sredj. parking;199.000,00;"Beograd ";"Opština Novi Beograd ";"Dr Ivana Ribara ";85;44.8000403;20.3694329
Prodajem jednosoban stan u Mirijevu;53.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";42;44.7854051;20.5461547
River View, useljiv, sa garazom.;280.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";56;44.80488280000001;20.448043
Extra lux stan na Vozdovcu-Bez provizije;162.727,00;"Beograd ";"Opština Voždovac ";"Bioskop Voždovac ";58;44.7822375;20.4717445
Savski kej, odličan stan;269.000,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);93;44.8019065;20.3869173
Filmski grad, Ace Joksimović;65.000,00;"Beograd ";"Opština Čukarica ";"Filmski grad ";40;44.7532443;20.4316466
Lux stan prodaja na kredit;80.900,00;"Beograd ";"Opština Novi Beograd ";"Ledine ";41,50;44.8035245;20.3432558
2 stana od po 58m2 + Poslovni prostor od 210m2;520.000,00;"Beograd ";"Opština Rakovica ";"Kneževac ";350;44.7318473;20.4298488
Blok 70-Sava;195.000,00;"Beograd ";"Opština Novi Beograd ";Blok 70 (kineski tržni centar);87;44.80285809999999;20.3931315
4.0, Zvezdara, Bulbulder, Marka Oreškovića, 82m2;119.000,00;"Beograd ";"Opština Zvezdara ";"Bulbulder ";82;44.8028978;20.492606
Altina Novogradnja;53.650,00;"Beograd ";"Opština Zemun ";"Altina ";37;null;null
Vračar, Pravni fakultet-Beogradska;309.000,00;"Beograd ";"Opština Vračar ";"Pravni fakultet ";90;null;null
Olimp, novogradnja, Duvanjska ulica, 80m2, III spr;191.376,00;"Beograd ";"Opština Zvezdara ";"Olimp ";79,74;null;null
Central Palace: Rezidencija luksuza. Vaš dom;147.740,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";44,77;44.8046413;20.4832729
Direktna prodaja Altina;55.000,00;"Beograd ";"Opština Zemun ";"Altina ";37;null;null
Lux, 3-soban, 84m2;250.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";84;44.8252158;20.460523
Mirijevo Calije Novogradnja Lux Jovanke Radakovic;62.757,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";31,69;44.7854051;20.5461547
Kompletno renoviran Zemun- bez ulaganja;105.000,00;"Beograd ";"Opština Zemun ";"Galenika ";52;44.85708289999999;20.3672942
Altina novogradnja;89.600,00;"Beograd ";"Opština Zemun ";"Altina ";56;null;null
Vračar, Požarevačka,novo, penthouse, 220m2,garaza.;550.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";220;44.8001747;20.475769
Blok 61 adaptibilan 40+ter odlična pozicija retko;110.000,00;"Beograd ";"Opština Novi Beograd ";Blok 61;40;44.8033864;20.3699008
Krunska,Svetozara Markovica,zuta fasadna,4.0,112m2;370.000,00;"Beograd ";"Opština Vračar ";"Centar ";112;34.8325353;-92.1873959
Salonski stan na samom Bulevaru kod Djerma, retko;320.000,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";68;44.80133319999999;20.4872266
Medak useljiv 1.0 svetao kod Lidla,Vrtića, groblja;80.000,00;"Beograd ";"Opština Voždovac ";Medaković 2;33;44.7751713;20.4979187
Stan bez ulaganja kod Immo centra;208.000,00;"Beograd ";"Opština Novi Beograd ";Blok 64;80;44.808996;20.3917616
Hram,Ohridska,Brane Crncevica,trosoban,luks.;370.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";93;44.7981382;20.4690468
Dorćol,Skender Begova, 79,5 m2, 3.0 lux novogradnj;318.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";79,50;44.8252158;20.460523
Prodajem uknjizen stan u Kedrovoj ulici,Vidikovac;118.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";49;44.7453393;20.422222
3,0 Centar , blizina Tasa , perfektan , luksuzan s;494.000,00;"Beograd ";"Opština Palilula ";"Centar ";152;34.8325353;-92.1873959
Blok 28, Bulevar Milutina Milankovića 2.5, 55m2 ID;164.900,00;"Beograd ";"Opština Novi Beograd ";Blok 28;55;44.8128631;20.4132254
Vozdovac , Brace Jerkovic , stan odlicne strukture;119.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";77;44.7705535;20.4943111
Kneza Miloša, kod Kanadske ambasade ID#37154;280.000,00;"Beograd ";"Opština Savski venac ";"Klinički centar ";108;43.8691644;18.4156868
The One, novogradnja, lux, garaža, ID 19794;407.750,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);117;44.8061288;20.4015421
BW - Metropolitan, neuseljavan, garaža, ID 19512;319.800,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";80;44.80488280000001;20.448043
Extra Lux stan blizu Olimpa-bez provizije;120.230,00;"Beograd ";"Opština Zvezdara ";"Olimp ";55;null;null
Odličan 4.0 stan u blizini Vukovog spomenika;220.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";84;44.8046413;20.4832729
Lux stan u zgradi Verde sa dva garažna mesta;355.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";79;44.80488280000001;20.448043
Voždovac, Indire Gandi, 1.0, 42m2 ID#1948;80.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";42;44.7705535;20.4943111
Zvezdara, Lion - Ulcinjska, lux;215.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";148;null;null
Slavujev venac, 3.0, 70m2 ID#1269;188.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";70;44.8046413;20.4832729
Zemun, Banijska, nov trosoban stan;177.100,00;"Beograd ";"Opština Zemun ";"Meandri ";70;null;null
Zemun, Banijska, nov dvosoban stan;115.720,00;"Beograd ";"Opština Zemun ";"Meandri ";44;null;null
Novi Beograd - Blok 3 - Studentska;119.500,00;"Beograd ";"Opština Novi Beograd ";Blok 3;45;44.8253168;20.4047852
Extra lux stan na Vozdovcu-Bez provizije;167.400,00;"Beograd ";"Opština Voždovac ";"Bioskop Voždovac ";62;44.7822375;20.4717445
Čukarica, Cerak vinogradi kod OŠ ,, UN'' 50 m2;95.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";50;44.7453393;20.422222
Hajat, blok 21, renoviran stan na prodaju;179.000,00;"Beograd ";"Opština Novi Beograd ";Blok 21;54;44.8145051;20.4303868
4.0. svetao stan, Donji Dorćol u mirnom kraju;230.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";78;44.8252158;20.460523
Lux novogradnja u Požeškoj ulici na Banovom brdu;180.140,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";56,47;44.7767729;20.4155629
Trošarina, lux, nova zgrada, garaža, ID 18271;299.000,00;"Beograd ";"Opština Voždovac ";"Trošarina ";115;44.7612309;20.4827283
Lion, novogradnja, neuseljavan, parking, ID 19397;290.784,00;"Beograd ";"Opština Zvezdara ";"Lion ";121,16;null;null
Lipov lad, novogradnja, garaža, ID 19513;180.000,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";64;44.7953694;20.4940689
A blok, lux, garaža, novogradnja, garaža,ID 18269;270.920,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);68;44.8061288;20.4015421
Stan u centru,iznad doma zdravlja;74.800,00;"Beograd ";"Opština Mladenovac ";"Mladenovac (mesto) ";88;44.4364358;20.6938524
Zemun, novogradnja, garaža, ID 19572;101.850,00;"Beograd ";"Opština Zemun ";"Gornji grad ";41;46.2961712;14.8062347
Lion, novogradnja, komforan, ID 8866;136.500,00;"Beograd ";"Opština Zvezdara ";"Lion ";60;null;null
Kalenić pijaca, izvorno, uknjižen, ID 19306;220.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";82;44.8001747;20.475769
Blok 19a, stan sa dve spavaće sobe;290.000,00;"Beograd ";"Opština Novi Beograd ";Blok 19a;84;44.8062034;20.4295152
Dvosoban stan kod Kluza;92.500,00;"Beograd ";"Opština Zvezdara ";"Kluz ";58;46.7712101;23.6236353
Novi Beograd-Blok 19a-Trosoban-Uknjižen ID#2267;292.400,00;"Beograd ";"Opština Novi Beograd ";Blok 19a;86;44.8062034;20.4295152
Novo u ponudi, izuzetan, prava retkost na trzistu;389.000,00;"Beograd ";"Opština Vračar ";"Krunska ";122;44.8052638;20.4702672
1.5 Voždovac, Braće Jerković;80.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";43;44.7705535;20.4943111
Boška Buhe, Kaluđerica, Grocka;68.000,00;"Beograd ";"Opština Grocka ";"Kaluđerica ";57;44.7522835;20.5559331
Vračar, Kalenić pijaca, lux, bez ulaganja;255.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";66;44.8001747;20.475769
Vračar- Čuburski park- Cara Nikolaja II;186.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";62;44.8001747;20.475769
Direktna prodaja od investitora, Batajnica Lux;108.000,00;"Beograd ";"Opština Zemun ";"Batajnica ";64;44.9061323;20.2748158
Zaplanjska, Braće Jerković;95.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";47;44.7705535;20.4943111
Blok 23,3.0 stan,renoviran, namesten;228.000,00;"Beograd ";"Opština Novi Beograd ";Blok 23;70;44.8084235;20.4240856
Krunska,rezidencijalni deo,salonac,luks;370.000,00;"Beograd ";"Opština Vračar ";"Centar ";96;34.8325353;-92.1873959
Dorćol, Carigradska, Gundulićev venac,90m2;275.000,00;"Beograd ";"Opština Stari grad ";"Centar ";90;34.8325353;-92.1873959
Kalenić pijaca,Lux renoviran, 1.0, namešten,svetao;109.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";24;44.8001747;20.475769
Odličan 2.0 na Južnom bulevaru,svetao,namešten;245.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";73;44.793588;20.4809591
BW Eterna, odlična investicija ID#2500;219.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";55,40;44.80488280000001;20.448043
Lux, svetao 3.0 bez ulaganja, garažno mesto;279.000,00;"Beograd ";"Opština Vračar ";"Karađorđev park ";88;44.7956029;20.4661123
Novo u ponudi Dorcol;220.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";59;44.8252158;20.460523
Južni bulevar – adaptibilan u 2.5 – 1% provizija;131.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";53;44.793588;20.4809591
Lux stan kod Olimpa -bez provizije;89.700,00;"Beograd ";"Opština Zvezdara ";"Olimp ";39;null;null
A blok, lux sređen, garaža, ID 18675;232.000,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);55;44.8061288;20.4015421
Autokomanda, novogradnja, lux, ID 18279;217.500,00;"Beograd ";"Opština Voždovac ";"Autokomanda ";87;44.7902717;20.46634
Zvezdara-Kluz, 3.0, 74m2 ID#1263;149.500,00;"Beograd ";"Opština Zvezdara ";"Kluz ";74;46.7712101;23.6236353
Zvezdara, Dušana Popovića, 1.5, 43m2 ID#1943;136.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";43;46.7712101;23.6236353
Vračar, izuzetna ponuda, garaža, ID 19297;390.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";78;44.793588;20.4809591
Vračar, izuzetno luksuzan stan, ID 19295;390.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";78;44.793588;20.4809591
Vračar, veoma luksuzan stan, garaža, ID 19296;365.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";73;44.793588;20.4809591
Kalemegdan penthaus;254.000,00;"Beograd ";"Opština Stari grad ";"Cara Dušana ";101;44.822642;20.4614542
Vukov spomenik Vojvode Brane 80m2;220.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";80;44.8046413;20.4832729
Stari grad, Zmaj od Noćaja, 3.0 predivan stan;498.000,00;"Beograd ";"Opština Stari grad ";"Kralja Petra ";125;44.8201709;20.4554862
"Lep i funkcionalan 2.0 stan; Ada Ciganlija";131.000,00;"Beograd ";"Opština Čukarica ";"Ada Ciganlija ";44,50;44.7918226;20.4126107
Bulevar Zorana Đinđića, Blok 33;250.000,00;"Beograd ";"Opština Novi Beograd ";"Novi Merkator ";95;44.8208284;20.4142846
Novi Beograd, Dušana Vukasovića, 2.0, 60m2 ID#1896;155.000,00;"Beograd ";"Opština Novi Beograd ";Blok 62;60;44.8039695;20.376525
Lux novogradnja sa garažom;350.000,00;"Beograd ";"Opština Stari grad ";"Gundulićev venac ";101;44.8203336;20.4690457
Namešten 1.5 stan sa dvorištem PR 44m2+25m2;85.000,00;"Beograd ";"Opština Zemun ";"Batajnica ";44;44.9061323;20.2748158
Jove Ilića (Voždovačka crkva) ID#36051;189.900,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";75;44.7677617;20.4786785
Perfektan trosoban stan+ostava 7m2;108.000,00;"Beograd ";"Opština Zvezdara ";"Cvetanova ćuprija ";56;44.7674746;20.5139649
Stan u Braće Jerković, kod maksija ID#2961;80.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";42;44.7705535;20.4943111
